seed,family,u_in,h0,inlet,outlet,cfl_init,n_iter,converged,r0_ratio
3309,uturn,0.27161062719604717,0.0008808074373885241,west,west,4.0,6,True,1.0
3309,uturn,0.27161062719604717,0.0008808074373885241,west,west,8.0,6,True,1.0
3309,uturn,0.27161062719604717,0.0008808074373885241,west,west,16.0,5,True,1.0
3312,uturn,0.32633934780190466,0.0007580213138235286,west,west,4.0,7,True,1.0
3312,uturn,0.32633934780190466,0.0007580213138235286,west,west,8.0,6,True,1.0
3312,uturn,0.32633934780190466,0.0007580213138235286,west,west,16.0,13,True,1.0
3310,uniform,0.31147435536494045,0.0025407448093652464,south,east,1.0,16,True,1.0
3310,uniform,0.31147435536494045,0.0025407448093652464,south,east,2.0,15,True,1.0
3310,uniform,0.31147435536494045,0.0025407448093652464,south,east,4.0,11,True,1.0
3310,uniform,0.31147435536494045,0.0025407448093652464,south,east,8.0,10,True,1.0
3310,uniform,0.31147435536494045,0.0025407448093652464,south,east,16.0,11,True,1.0
3313,quad,1.977435014243049,0.0009571572902723319,south,south,1.0,21,True,1.0
3313,quad,1.977435014243049,0.0009571572902723319,south,south,2.0,21,True,1.0
3313,quad,1.977435014243049,0.0009571572902723319,south,south,16.0,11,True,1.0
3316,pins,0.3622246577685661,0.002136024343238707,south,east,1.0,14,True,1.0
3316,pins,0.3622246577685661,0.002136024343238707,south,east,2.0,13,True,1.0
3316,pins,0.3622246577685661,0.002136024343238707,south,east,4.0,10,True,1.0
3319,serpentine,0.10113968588896369,0.0003462832379265338,north,south,1.0,5,True,1.0
3319,serpentine,0.10113968588896369,0.0003462832379265338,north,south,2.0,5,True,1.0
3319,serpentine,0.10113968588896369,0.0003462832379265338,north,south,4.0,4,True,1.0
3319,serpentine,0.10113968588896369,0.0003462832379265338,north,south,8.0,4,True,1.0
3316,pins,0.3622246577685661,0.002136024343238707,south,east,8.0,9,True,1.0
3316,pins,0.3622246577685661,0.002136024343238707,south,east,16.0,9,True,1.0
3319,serpentine,0.10113968588896369,0.0003462832379265338,north,south,16.0,3,True,1.0
3320,uturn,0.3706793061205468,0.0003650744351977878,west,west,1.0,8,True,1.0
3320,uturn,0.3706793061205468,0.0003650744351977878,west,west,2.0,13,True,1.0
3320,uturn,0.3706793061205468,0.0003650744351977878,west,west,4.0,6,True,1.0
3320,uturn,0.3706793061205468,0.0003650744351977878,west,west,8.0,6,True,1.0
3320,uturn,0.3706793061205468,0.0003650744351977878,west,west,16.0,6,True,1.0
3313,quad,1.977435014243049,0.0009571572902723319,south,south,4.0,55,True,1.0
3313,quad,1.977435014243049,0.0009571572902723319,south,south,8.0,120,False,1.0
3318,uturn,1.920218682270647,0.00038834893440018413,west,west,16.0,37,True,1.0
3323,grf,0.24206709419344957,0.0017513126252965351,east,north,1.0,24,True,1.0
3318,uturn,1.920218682270647,0.00038834893440018413,west,west,1.0,37,True,1.0
3318,uturn,1.920218682270647,0.00038834893440018413,west,west,2.0,29,True,1.0
3318,uturn,1.920218682270647,0.00038834893440018413,west,west,4.0,30,True,1.0
3318,uturn,1.920218682270647,0.00038834893440018413,west,west,8.0,39,True,1.0
3288,grf,0.8271702853466204,0.0028641388114291756,west,east,4.0,120,False,1.0
3288,grf,0.8271702853466204,0.0028641388114291756,west,east,8.0,120,False,1.0
3323,grf,0.24206709419344957,0.0017513126252965351,east,north,2.0,20,True,1.0
3323,grf,0.24206709419344957,0.0017513126252965351,east,north,4.0,21,True,1.0
3322,blobs,0.6020980568617825,0.002476117314481678,east,north,16.0,40,True,1.0
3325,uturn,0.44474966856927545,0.0011881173187461508,west,west,1.0,9,True,1.0
3325,uturn,0.44474966856927545,0.0011881173187461508,west,west,2.0,8,True,1.0
3325,uturn,0.44474966856927545,0.0011881173187461508,west,west,4.0,7,True,1.0
3322,blobs,0.6020980568617825,0.002476117314481678,east,north,1.0,45,True,1.0
3322,blobs,0.6020980568617825,0.002476117314481678,east,north,2.0,33,True,1.0
3322,blobs,0.6020980568617825,0.002476117314481678,east,north,4.0,30,True,1.0
3322,blobs,0.6020980568617825,0.002476117314481678,east,north,8.0,81,True,1.0
3327,pins,0.5783548730180983,0.0011660621118963358,north,north,1.0,10,True,1.0
3327,pins,0.5783548730180983,0.0011660621118963358,north,north,2.0,8,True,1.0
3327,pins,0.5783548730180983,0.0011660621118963358,north,north,4.0,8,True,1.0
3327,pins,0.5783548730180983,0.0011660621118963358,north,north,8.0,7,True,1.0
3325,uturn,0.44474966856927545,0.0011881173187461508,west,west,8.0,49,True,1.0
3325,uturn,0.44474966856927545,0.0011881173187461508,west,west,16.0,7,True,1.0
3327,pins,0.5783548730180983,0.0011660621118963358,north,north,16.0,6,True,1.0
3326,serpentine,1.0037475025567515,0.000713929486251878,east,east,1.0,11,True,1.0
3326,serpentine,1.0037475025567515,0.000713929486251878,east,east,2.0,11,True,1.0
3326,serpentine,1.0037475025567515,0.000713929486251878,east,east,4.0,12,True,1.0
3326,serpentine,1.0037475025567515,0.000713929486251878,east,east,8.0,9,True,1.0
3326,serpentine,1.0037475025567515,0.000713929486251878,east,east,16.0,11,True,1.0
3329,pins,0.11620579061094079,0.0010624293543771864,west,east,4.0,6,True,1.0
3329,pins,0.11620579061094079,0.0010624293543771864,west,east,8.0,5,True,1.0
3329,pins,0.11620579061094079,0.0010624293543771864,west,east,1.0,7,True,1.0
3329,pins,0.11620579061094079,0.0010624293543771864,west,east,2.0,6,True,1.0
3323,grf,0.24206709419344957,0.0017513126252965351,east,north,8.0,9,True,1.0
3323,grf,0.24206709419344957,0.0017513126252965351,east,north,16.0,120,False,1.0
3330,blobs,0.1754592747235567,0.000439215289235504,south,north,2.0,6,True,1.0
3330,blobs,0.1754592747235567,0.000439215289235504,south,north,4.0,5,True,1.0
3329,pins,0.11620579061094079,0.0010624293543771864,west,east,16.0,5,True,1.0
3330,blobs,0.1754592747235567,0.000439215289235504,south,north,1.0,7,True,1.0
3330,blobs,0.1754592747235567,0.000439215289235504,south,north,8.0,5,True,1.0
3330,blobs,0.1754592747235567,0.000439215289235504,south,north,16.0,4,True,1.0
3328,blobs,0.2369884341272452,0.0022187920496045993,north,south,16.0,8,True,1.0
3331,uturn,0.250818862244684,0.0003531632399415108,west,west,1.0,6,True,1.0
3331,uturn,0.250818862244684,0.0003531632399415108,west,west,2.0,5,True,1.0
3331,uturn,0.250818862244684,0.0003531632399415108,west,west,4.0,5,True,1.0
3331,uturn,0.250818862244684,0.0003531632399415108,west,west,8.0,4,True,1.0
3331,uturn,0.250818862244684,0.0003531632399415108,west,west,16.0,4,True,1.0
3328,blobs,0.2369884341272452,0.0022187920496045993,north,south,4.0,8,True,1.0
3328,blobs,0.2369884341272452,0.0022187920496045993,north,south,8.0,8,True,1.0
3333,quad,0.10069236945959181,0.0004425053652703795,east,west,1.0,7,True,1.0
3333,quad,0.10069236945959181,0.0004425053652703795,east,west,2.0,6,True,1.0
3333,quad,0.10069236945959181,0.0004425053652703795,east,west,4.0,5,True,1.0
3333,quad,0.10069236945959181,0.0004425053652703795,east,west,8.0,4,True,1.0
3333,quad,0.10069236945959181,0.0004425053652703795,east,west,16.0,4,True,1.0
3332,quad,1.3302650560001683,0.0004987284953790037,west,south,1.0,8,True,1.0
3328,blobs,0.2369884341272452,0.0022187920496045993,north,south,1.0,15,True,1.0
3328,blobs,0.2369884341272452,0.0022187920496045993,north,south,2.0,12,True,1.0
3332,quad,1.3302650560001683,0.0004987284953790037,west,south,2.0,8,True,1.0
3332,quad,1.3302650560001683,0.0004987284953790037,west,south,4.0,8,True,1.0
3332,quad,1.3302650560001683,0.0004987284953790037,west,south,8.0,8,True,1.0
3332,quad,1.3302650560001683,0.0004987284953790037,west,south,16.0,8,True,1.0
3334,sin2d,1.6853743586261027,0.0006267628975648836,north,north,1.0,11,True,1.0
3334,sin2d,1.6853743586261027,0.0006267628975648836,north,north,2.0,10,True,1.0
3334,sin2d,1.6853743586261027,0.0006267628975648836,north,north,4.0,9,True,1.0
3334,sin2d,1.6853743586261027,0.0006267628975648836,north,north,8.0,8,True,1.0
3337,uniform,0.1434538498626257,0.0005132576603185931,east,north,8.0,4,True,1.0
3337,uniform,0.1434538498626257,0.0005132576603185931,east,north,16.0,4,True,1.0
3337,uniform,0.1434538498626257,0.0005132576603185931,east,north,2.0,5,True,1.0
3337,uniform,0.1434538498626257,0.0005132576603185931,east,north,4.0,5,True,1.0
3338,uturn,0.21734213105067288,0.0003597960076521753,west,west,1.0,7,True,1.0
3338,uturn,0.21734213105067288,0.0003597960076521753,west,west,2.0,6,True,1.0
3338,uturn,0.21734213105067288,0.0003597960076521753,west,west,4.0,5,True,1.0
3338,uturn,0.21734213105067288,0.0003597960076521753,west,west,8.0,5,True,1.0
3334,sin2d,1.6853743586261027,0.0006267628975648836,north,north,16.0,9,True,1.0
3337,uniform,0.1434538498626257,0.0005132576603185931,east,north,1.0,6,True,1.0
3340,blobs,0.3015482461554742,0.0006917344739603108,east,south,1.0,8,True,1.0
3340,blobs,0.3015482461554742,0.0006917344739603108,east,south,2.0,7,True,1.0
3336,sin2d,1.6832058022292298,0.0011500943944878648,west,south,2.0,11,True,1.0
3336,sin2d,1.6832058022292298,0.0011500943944878648,west,south,4.0,12,True,1.0
3340,blobs,0.3015482461554742,0.0006917344739603108,east,south,4.0,6,True,1.0
3340,blobs,0.3015482461554742,0.0006917344739603108,east,south,8.0,5,True,1.0
3338,uturn,0.21734213105067288,0.0003597960076521753,west,west,16.0,4,True,1.0
3336,sin2d,1.6832058022292298,0.0011500943944878648,west,south,1.0,14,True,1.0
3340,blobs,0.3015482461554742,0.0006917344739603108,east,south,16.0,5,True,1.0
3335,pins,1.232293935426911,0.0011674510453869756,north,west,1.0,14,True,1.0
3336,sin2d,1.6832058022292298,0.0011500943944878648,west,south,8.0,10,True,1.0
3336,sin2d,1.6832058022292298,0.0011500943944878648,west,south,16.0,11,True,1.0
3341,quad,0.524372866447009,0.0007637561232582129,west,north,1.0,9,True,1.0
3341,quad,0.524372866447009,0.0007637561232582129,west,north,2.0,8,True,1.0
3341,quad,0.524372866447009,0.0007637561232582129,west,north,16.0,8,True,1.0
3342,pins,0.1384601576809609,0.00102112759760098,east,north,1.0,7,True,1.0
3341,quad,0.524372866447009,0.0007637561232582129,west,north,4.0,9,True,1.0
3341,quad,0.524372866447009,0.0007637561232582129,west,north,8.0,10,True,1.0
3342,pins,0.1384601576809609,0.00102112759760098,east,north,2.0,6,True,1.0
3342,pins,0.1384601576809609,0.00102112759760098,east,north,4.0,6,True,1.0
3335,pins,1.232293935426911,0.0011674510453869756,north,west,2.0,13,True,1.0
3335,pins,1.232293935426911,0.0011674510453869756,north,west,4.0,15,True,1.0
3342,pins,0.1384601576809609,0.00102112759760098,east,north,8.0,5,True,1.0
3342,pins,0.1384601576809609,0.00102112759760098,east,north,16.0,5,True,1.0
3343,blobs,0.11963911222303765,0.0011214162916341301,east,north,1.0,7,True,1.0
3343,blobs,0.11963911222303765,0.0011214162916341301,east,north,2.0,7,True,1.0
3343,blobs,0.11963911222303765,0.0011214162916341301,east,north,4.0,6,True,1.0
3343,blobs,0.11963911222303765,0.0011214162916341301,east,north,8.0,5,True,1.0
3344,quad,0.24265666411353617,0.0011933207460434535,east,west,8.0,6,True,1.0
3344,quad,0.24265666411353617,0.0011933207460434535,east,west,16.0,5,True,1.0
3344,quad,0.24265666411353617,0.0011933207460434535,east,west,2.0,7,True,1.0
3344,quad,0.24265666411353617,0.0011933207460434535,east,west,4.0,7,True,1.0
3343,blobs,0.11963911222303765,0.0011214162916341301,east,north,16.0,4,True,1.0
3344,quad,0.24265666411353617,0.0011933207460434535,east,west,1.0,9,True,1.0
3346,grf,0.31829439950333394,0.0004598930998884749,south,west,4.0,4,True,1.0
3346,grf,0.31829439950333394,0.0004598930998884749,south,west,8.0,4,True,1.0
3346,grf,0.31829439950333394,0.0004598930998884749,south,west,1.0,6,True,1.0
3346,grf,0.31829439950333394,0.0004598930998884749,south,west,2.0,5,True,1.0
3346,grf,0.31829439950333394,0.0004598930998884749,south,west,16.0,3,True,1.0
3349,quad,0.10799941169653596,0.0005447489210042508,north,north,1.0,6,True,1.0
3349,quad,0.10799941169653596,0.0005447489210042508,north,north,8.0,4,True,1.0
3349,quad,0.10799941169653596,0.0005447489210042508,north,north,16.0,4,True,1.0
3349,quad,0.10799941169653596,0.0005447489210042508,north,north,2.0,6,True,1.0
3349,quad,0.10799941169653596,0.0005447489210042508,north,north,4.0,5,True,1.0
3348,blobs,0.32194196956188237,0.0022088853308819462,east,north,1.0,14,True,1.0
3348,blobs,0.32194196956188237,0.0022088853308819462,east,north,2.0,12,True,1.0
3348,blobs,0.32194196956188237,0.0022088853308819462,east,north,4.0,10,True,1.0
3348,blobs,0.32194196956188237,0.0022088853308819462,east,north,8.0,9,True,1.0
3348,blobs,0.32194196956188237,0.0022088853308819462,east,north,16.0,7,True,1.0
3347,quad,0.39368445947431274,0.0023216560930407644,west,south,1.0,15,True,1.0
3347,quad,0.39368445947431274,0.0023216560930407644,west,south,2.0,12,True,1.0
3347,quad,0.39368445947431274,0.0023216560930407644,west,south,4.0,9,True,1.0
3350,sin2d,1.6919753245622553,0.0007177797074275914,north,east,1.0,11,True,1.0
3350,sin2d,1.6919753245622553,0.0007177797074275914,north,east,2.0,9,True,1.0
3347,quad,0.39368445947431274,0.0023216560930407644,west,south,8.0,10,True,1.0
3347,quad,0.39368445947431274,0.0023216560930407644,west,south,16.0,8,True,1.0
3335,pins,1.232293935426911,0.0011674510453869756,north,west,8.0,13,True,1.0
3335,pins,1.232293935426911,0.0011674510453869756,north,west,16.0,39,True,1.0
3350,sin2d,1.6919753245622553,0.0007177797074275914,north,east,4.0,8,True,1.0
3350,sin2d,1.6919753245622553,0.0007177797074275914,north,east,8.0,8,True,1.0
3353,grf,0.7732932645771479,0.000585765392132764,north,west,1.0,8,True,1.0
3353,grf,0.7732932645771479,0.000585765392132764,north,west,2.0,7,True,1.0
3350,sin2d,1.6919753245622553,0.0007177797074275914,north,east,16.0,10,True,1.0
3345,quad,1.3856918483328498,0.0013253795794385534,east,east,1.0,19,True,1.0
3353,grf,0.7732932645771479,0.000585765392132764,north,west,4.0,6,True,1.0
3353,grf,0.7732932645771479,0.000585765392132764,north,west,8.0,6,True,1.0
3353,grf,0.7732932645771479,0.000585765392132764,north,west,16.0,5,True,1.0
3355,blobs,0.43435375781241403,0.000727367008668855,east,west,1.0,8,True,1.0
3355,blobs,0.43435375781241403,0.000727367008668855,east,west,2.0,7,True,1.0
3355,blobs,0.43435375781241403,0.000727367008668855,east,west,4.0,7,True,1.0
3355,blobs,0.43435375781241403,0.000727367008668855,east,west,8.0,6,True,1.0
3355,blobs,0.43435375781241403,0.000727367008668855,east,west,16.0,6,True,1.0
3356,pins,1.043140917587613,0.000896788059895344,east,north,1.0,9,True,1.0
3356,pins,1.043140917587613,0.000896788059895344,east,north,2.0,8,True,1.0
3356,pins,1.043140917587613,0.000896788059895344,east,north,16.0,7,True,1.0
3357,grf,0.17452471033044153,0.00037407529517599766,west,south,1.0,9,True,1.0
3356,pins,1.043140917587613,0.000896788059895344,east,north,4.0,8,True,1.0
3356,pins,1.043140917587613,0.000896788059895344,east,north,8.0,10,True,1.0
3357,grf,0.17452471033044153,0.00037407529517599766,west,south,8.0,6,True,1.0
3357,grf,0.17452471033044153,0.00037407529517599766,west,south,16.0,5,True,1.0
3358,uniform,0.4355817092307734,0.00036064596475293324,north,west,1.0,6,True,1.0
3358,uniform,0.4355817092307734,0.00036064596475293324,north,west,2.0,6,True,1.0
3357,grf,0.17452471033044153,0.00037407529517599766,west,south,2.0,8,True,1.0
3357,grf,0.17452471033044153,0.00037407529517599766,west,south,4.0,7,True,1.0
3358,uniform,0.4355817092307734,0.00036064596475293324,north,west,4.0,5,True,1.0
3358,uniform,0.4355817092307734,0.00036064596475293324,north,west,8.0,4,True,1.0
3358,uniform,0.4355817092307734,0.00036064596475293324,north,west,16.0,4,True,1.0
3352,serpentine,0.12290061956859276,0.0013085188653518315,south,south,1.0,16,True,1.0
3345,quad,1.3856918483328498,0.0013253795794385534,east,east,2.0,120,False,1.0
3345,quad,1.3856918483328498,0.0013253795794385534,east,east,4.0,63,True,1.0
3352,serpentine,0.12290061956859276,0.0013085188653518315,south,south,8.0,26,True,1.0
3352,serpentine,0.12290061956859276,0.0013085188653518315,south,south,16.0,40,True,1.0
3352,serpentine,0.12290061956859276,0.0013085188653518315,south,south,2.0,35,True,1.0
3352,serpentine,0.12290061956859276,0.0013085188653518315,south,south,4.0,47,True,1.0
3339,uturn,0.4914889233440935,0.0011811352978948377,west,west,1.0,120,False,1.0
3339,uturn,0.4914889233440935,0.0011811352978948377,west,west,2.0,120,False,1.0
3339,uturn,0.4914889233440935,0.0011811352978948377,west,west,16.0,120,False,1.0
3359,grf,0.790518483530655,0.0005534497294450665,west,east,1.0,17,True,1.0
3359,grf,0.790518483530655,0.0005534497294450665,west,east,2.0,120,False,1.0
3359,grf,0.790518483530655,0.0005534497294450665,west,east,4.0,14,True,1.0
3360,uniform,0.2649744169788656,0.002514496289007499,north,east,1.0,12,True,1.0
3360,uniform,0.2649744169788656,0.002514496289007499,north,east,2.0,12,True,1.0
3360,uniform,0.2649744169788656,0.002514496289007499,north,east,4.0,9,True,1.0
3360,uniform,0.2649744169788656,0.002514496289007499,north,east,8.0,8,True,1.0
3345,quad,1.3856918483328498,0.0013253795794385534,east,east,8.0,120,False,1.0
3345,quad,1.3856918483328498,0.0013253795794385534,east,east,16.0,120,False,1.0
3359,grf,0.790518483530655,0.0005534497294450665,west,east,8.0,120,False,1.0
3359,grf,0.790518483530655,0.0005534497294450665,west,east,16.0,47,True,1.0
3360,uniform,0.2649744169788656,0.002514496289007499,north,east,16.0,8,False,1.0
3361,grf,0.220006649410057,0.00047879961478807686,north,west,1.0,10,True,1.0
3361,grf,0.220006649410057,0.00047879961478807686,north,west,8.0,7,True,1.0
3361,grf,0.220006649410057,0.00047879961478807686,north,west,16.0,6,True,1.0
3361,grf,0.220006649410057,0.00047879961478807686,north,west,2.0,10,True,1.0
3361,grf,0.220006649410057,0.00047879961478807686,north,west,4.0,8,True,1.0
3339,uturn,0.4914889233440935,0.0011811352978948377,west,west,4.0,120,False,1.0
3339,uturn,0.4914889233440935,0.0011811352978948377,west,west,8.0,118,True,1.0
3362,uturn,1.1385168820661142,0.0007859855104124018,west,west,16.0,14,True,1.0
3363,uturn,1.4861817818406502,0.0011901537303078305,west,west,1.0,10,True,1.0
3363,uturn,1.4861817818406502,0.0011901537303078305,west,west,2.0,8,True,1.0
3363,uturn,1.4861817818406502,0.0011901537303078305,west,west,4.0,7,True,1.0
3363,uturn,1.4861817818406502,0.0011901537303078305,west,west,8.0,7,True,1.0
3363,uturn,1.4861817818406502,0.0011901537303078305,west,west,16.0,6,True,1.0
3362,uturn,1.1385168820661142,0.0007859855104124018,west,west,4.0,13,True,1.0
3362,uturn,1.1385168820661142,0.0007859855104124018,west,west,8.0,21,True,1.0
3366,serpentine,0.13449670430113433,0.0012791791046096936,west,east,1.0,8,True,1.0
3366,serpentine,0.13449670430113433,0.0012791791046096936,west,east,2.0,7,True,1.0
3366,serpentine,0.13449670430113433,0.0012791791046096936,west,east,4.0,6,True,1.0
3366,serpentine,0.13449670430113433,0.0012791791046096936,west,east,8.0,5,True,1.0
3362,uturn,1.1385168820661142,0.0007859855104124018,west,west,1.0,10,True,1.0
3362,uturn,1.1385168820661142,0.0007859855104124018,west,west,2.0,46,True,1.0
3366,serpentine,0.13449670430113433,0.0012791791046096936,west,east,16.0,5,True,1.0
3365,serpentine,0.838586181927013,0.0007895438503804114,south,west,1.0,10,True,1.0
3367,pins,0.16562450139454163,0.00066356362840709,west,east,4.0,6,True,1.0
3367,pins,0.16562450139454163,0.00066356362840709,west,east,8.0,5,True,1.0
3365,serpentine,0.838586181927013,0.0007895438503804114,south,west,2.0,9,True,1.0
3365,serpentine,0.838586181927013,0.0007895438503804114,south,west,4.0,9,True,1.0
3367,pins,0.16562450139454163,0.00066356362840709,west,east,1.0,7,True,1.0
3367,pins,0.16562450139454163,0.00066356362840709,west,east,2.0,6,True,1.0
3365,serpentine,0.838586181927013,0.0007895438503804114,south,west,8.0,12,True,1.0
3365,serpentine,0.838586181927013,0.0007895438503804114,south,west,16.0,9,True,1.0
3367,pins,0.16562450139454163,0.00066356362840709,west,east,16.0,4,True,1.0
3369,quad,0.4227763293338228,0.0004451600509948944,east,south,1.0,7,True,1.0
3369,quad,0.4227763293338228,0.0004451600509948944,east,south,2.0,6,True,1.0
3369,quad,0.4227763293338228,0.0004451600509948944,east,south,4.0,5,True,1.0
3369,quad,0.4227763293338228,0.0004451600509948944,east,south,8.0,5,True,1.0
3369,quad,0.4227763293338228,0.0004451600509948944,east,south,16.0,4,True,1.0
3371,pins,1.0991452076520574,0.000685010144126659,north,west,1.0,9,True,1.0
3371,pins,1.0991452076520574,0.000685010144126659,north,west,2.0,8,True,1.0
3371,pins,1.0991452076520574,0.000685010144126659,north,west,4.0,8,True,1.0
3371,pins,1.0991452076520574,0.000685010144126659,north,west,8.0,8,True,1.0
3372,uturn,0.1738335093384298,0.0005495062014288952,west,west,1.0,6,True,1.0
3372,uturn,0.1738335093384298,0.0005495062014288952,west,west,2.0,6,True,1.0
3372,uturn,0.1738335093384298,0.0005495062014288952,west,west,4.0,5,True,1.0
3372,uturn,0.1738335093384298,0.0005495062014288952,west,west,8.0,4,True,1.0
3372,uturn,0.1738335093384298,0.0005495062014288952,west,west,16.0,4,True,1.0
3374,quad,0.1599808223037883,0.0010446844335143175,north,east,1.0,8,True,1.0
3374,quad,0.1599808223037883,0.0010446844335143175,north,east,2.0,7,True,1.0
3374,quad,0.1599808223037883,0.0010446844335143175,north,east,4.0,6,True,1.0
3374,quad,0.1599808223037883,0.0010446844335143175,north,east,8.0,6,True,1.0
3374,quad,0.1599808223037883,0.0010446844335143175,north,east,16.0,6,True,1.0
3371,pins,1.0991452076520574,0.000685010144126659,north,west,16.0,6,True,1.0
3364,grf,0.3646733816545852,0.0029270714687758444,south,north,1.0,120,False,1.0
3376,uturn,0.5309853418573017,0.00046010855982636976,west,west,1.0,8,True,1.0
3376,uturn,0.5309853418573017,0.00046010855982636976,west,west,2.0,7,True,1.0
3376,uturn,0.5309853418573017,0.00046010855982636976,west,west,4.0,6,True,1.0
3376,uturn,0.5309853418573017,0.00046010855982636976,west,west,8.0,7,True,1.0
3364,grf,0.3646733816545852,0.0029270714687758444,south,north,2.0,29,True,1.0
3364,grf,0.3646733816545852,0.0029270714687758444,south,north,4.0,15,True,1.0
3376,uturn,0.5309853418573017,0.00046010855982636976,west,west,16.0,5,True,1.0
3370,grf,0.4270083370774947,0.00037550377816063376,east,west,1.0,19,True,1.0
3370,grf,0.4270083370774947,0.00037550377816063376,east,west,8.0,9,True,1.0
3370,grf,0.4270083370774947,0.00037550377816063376,east,west,16.0,9,True,1.0
3370,grf,0.4270083370774947,0.00037550377816063376,east,west,2.0,14,True,1.0
3370,grf,0.4270083370774947,0.00037550377816063376,east,west,4.0,11,True,1.0
3378,pins,0.402364493715078,0.0007284718162488388,south,south,4.0,6,True,1.0
3378,pins,0.402364493715078,0.0007284718162488388,south,south,8.0,5,True,1.0
3364,grf,0.3646733816545852,0.0029270714687758444,south,north,8.0,29,True,1.0
3364,grf,0.3646733816545852,0.0029270714687758444,south,north,16.0,14,True,1.0
3378,pins,0.402364493715078,0.0007284718162488388,south,south,1.0,8,True,1.0
3378,pins,0.402364493715078,0.0007284718162488388,south,south,2.0,7,True,1.0
3378,pins,0.402364493715078,0.0007284718162488388,south,south,16.0,5,True,1.0
3377,uniform,0.9975881036223571,0.0010871285757370658,west,north,1.0,11,True,1.0
3377,uniform,0.9975881036223571,0.0010871285757370658,west,north,2.0,9,True,1.0
3377,uniform,0.9975881036223571,0.0010871285757370658,west,north,4.0,8,True,1.0
3377,uniform,0.9975881036223571,0.0010871285757370658,west,north,8.0,8,True,1.0
3377,uniform,0.9975881036223571,0.0010871285757370658,west,north,16.0,7,True,1.0
3379,blobs,0.9046303349554143,0.0012179659384148702,east,south,4.0,8,True,1.0
3379,blobs,0.9046303349554143,0.0012179659384148702,east,south,8.0,8,True,1.0
3379,blobs,0.9046303349554143,0.0012179659384148702,east,south,1.0,12,True,1.0
3379,blobs,0.9046303349554143,0.0012179659384148702,east,south,2.0,10,True,1.0
3379,blobs,0.9046303349554143,0.0012179659384148702,east,south,16.0,7,True,1.0
3380,sin2d,0.1917349606759198,0.002638604504805075,west,south,1.0,24,True,1.0
3382,grf,0.39324427872858253,0.00048278806738230335,south,east,1.0,8,True,1.0
3382,grf,0.39324427872858253,0.00048278806738230335,south,east,2.0,7,True,1.0
3380,sin2d,0.1917349606759198,0.002638604504805075,west,south,8.0,9,True,1.0
3380,sin2d,0.1917349606759198,0.002638604504805075,west,south,16.0,8,True,1.0
3382,grf,0.39324427872858253,0.00048278806738230335,south,east,4.0,6,True,1.0
3382,grf,0.39324427872858253,0.00048278806738230335,south,east,8.0,6,True,1.0
3380,sin2d,0.1917349606759198,0.002638604504805075,west,south,2.0,14,True,1.0
3380,sin2d,0.1917349606759198,0.002638604504805075,west,south,4.0,12,True,1.0
3383,pins,1.1224311124977189,0.000683957676052556,north,south,1.0,10,True,1.0
3383,pins,1.1224311124977189,0.000683957676052556,north,south,2.0,9,True,1.0
3382,grf,0.39324427872858253,0.00048278806738230335,south,east,16.0,5,True,1.0
3375,uturn,0.2900213642480272,0.00039442015803090497,west,west,1.0,76,True,1.0
3383,pins,1.1224311124977189,0.000683957676052556,north,south,16.0,7,True,1.0
3384,serpentine,0.14279864866441916,0.0024017530097026206,north,south,1.0,14,True,1.0
3384,serpentine,0.14279864866441916,0.0024017530097026206,north,south,2.0,11,True,1.0
3384,serpentine,0.14279864866441916,0.0024017530097026206,north,south,4.0,10,True,1.0
3384,serpentine,0.14279864866441916,0.0024017530097026206,north,south,8.0,10,True,1.0
3384,serpentine,0.14279864866441916,0.0024017530097026206,north,south,16.0,8,True,1.0
3386,uniform,0.37577527180742787,0.00036824744744610094,west,east,1.0,7,True,1.0
3386,uniform,0.37577527180742787,0.00036824744744610094,west,east,2.0,6,True,1.0
3386,uniform,0.37577527180742787,0.00036824744744610094,west,east,4.0,6,True,1.0
3386,uniform,0.37577527180742787,0.00036824744744610094,west,east,8.0,5,True,1.0
3375,uturn,0.2900213642480272,0.00039442015803090497,west,west,8.0,80,True,1.0
3375,uturn,0.2900213642480272,0.00039442015803090497,west,west,16.0,70,True,1.0
3375,uturn,0.2900213642480272,0.00039442015803090497,west,west,2.0,56,True,1.0
3375,uturn,0.2900213642480272,0.00039442015803090497,west,west,4.0,65,True,1.0
3383,pins,1.1224311124977189,0.000683957676052556,north,south,4.0,120,False,1.0
3383,pins,1.1224311124977189,0.000683957676052556,north,south,8.0,120,False,1.0
3387,sin2d,0.4421096428755201,0.0022653367207150343,east,north,1.0,32,True,1.0
3387,sin2d,0.4421096428755201,0.0022653367207150343,east,north,2.0,26,True,1.0
3386,uniform,0.37577527180742787,0.00036824744744610094,west,east,16.0,4,True,1.0
3373,serpentine,1.4556951015398538,0.0003050017138726085,east,west,1.0,120,False,1.0
3373,serpentine,1.4556951015398538,0.0003050017138726085,east,west,2.0,120,False,1.0
3373,serpentine,1.4556951015398538,0.0003050017138726085,east,west,4.0,83,True,1.0
3389,sin2d,1.7528603936019675,0.00035724143122219175,west,south,2.0,7,True,1.0
3389,sin2d,1.7528603936019675,0.00035724143122219175,west,south,4.0,6,True,1.0
3387,sin2d,0.4421096428755201,0.0022653367207150343,east,north,16.0,31,True,1.0
3389,sin2d,1.7528603936019675,0.00035724143122219175,west,south,1.0,8,True,1.0
